Title,DOI,Citations
Tensor Fusion Network for Multimodal Sentiment Analysis,10.18653/v1/D17-1115,659
Supervised Learning of Universal Sentence Representations from Natural Language Inference Data,10.18653/v1/D17-1070,635
Recurrent Attention Network on Memory for Aspect Sentiment Analysis,10.18653/v1/D17-1047,500
Adversarial Examples for Evaluating Reading Comprehension Systems,10.18653/v1/D17-1215,345
Truth of Varying Shades: Analyzing Language in Fake News and Political Fact-Checking,10.18653/v1/D17-1317,331
Adversarial Learning for Neural Dialogue Generation,10.18653/v1/D17-1230,321
DeepPath: A Reinforcement Learning Method for Knowledge Graph Reasoning,10.18653/v1/D17-1060,313
Encoding Sentences with Graph Convolutional Networks for Semantic Role Labeling,10.18653/v1/D17-1159,313
Sparse Communication for Distributed Gradient Descent,10.18653/v1/D17-1045,312
"Using millions of emoji occurrences to learn any-domain representations for detecting sentiment, emotion and sarcasm",10.18653/v1/D17-1169,289
Men Also Like Shopping: Reducing Gender Bias Amplification using Corpus-level Constraints,10.18653/v1/D17-1323,269
RACE: Large-scale ReAding Comprehension Dataset From Examinations,10.18653/v1/D17-1082,258
Position-aware Attention and Supervised Data Improve Slot Filling,10.18653/v1/D17-1004,241
Fast and Accurate Entity Recognition with Iterated Dilated Convolutions,10.18653/v1/D17-1283,218
End-to-end Neural Coreference Resolution,10.18653/v1/D17-1018,210
Graph Convolutional Encoders for Syntax-aware Neural Machine Translation,10.18653/v1/D17-1209,202
Massive Exploration of Neural Machine Translation Architectures,10.18653/v1/D17-1151,188
DOC: Deep Open Classification of Text Documents,10.18653/v1/D17-1314,153
A Joint Many-Task Model: Growing a Neural Network for Multiple NLP Tasks,10.18653/v1/D17-1206,149
Deep Joint Entity Disambiguation with Local Neural Attention,10.18653/v1/D17-1277,126
Depression and Self-Harm Risk Assessment in Online Forums,10.18653/v1/D17-1322,125
Learning to Predict Charges for Criminal Cases with Legal Basis,10.18653/v1/D17-1289,122
Deep Neural Solver for Math Word Problems,10.18653/v1/D17-1088,113
Challenges in Data-to-Document Generation,10.18653/v1/D17-1239,108
Deep Multi-Task Learning for Aspect Term Extraction with Memory Interaction,10.18653/v1/D17-1310,105
Learning how to Active Learn: A Deep Reinforcement Learning Approach,10.18653/v1/D17-1063,102
Adversarial Training for Relation Extraction,10.18653/v1/D17-1187,98
Deep Recurrent Generative Decoder for Abstractive Text Summarization,10.18653/v1/D17-1222,94
Deal or No Deal? End-to-End Learning of Negotiation Dialogues,10.18653/v1/D17-1259,93
Reporting Score Distributions Makes a Difference: Performance Study of LSTM-networks for Sequence Tagging,10.18653/v1/D17-1035,93
A Hybrid Convolutional Variational Autoencoder for Text Generation,10.18653/v1/D17-1066,88
"Entity Linking via Joint Encoding of Types, Descriptions, and Context",10.18653/v1/D17-1284,85
Question Generation for Question Answering,10.18653/v1/D17-1090,84
A Question Answering Approach for Emotion Cause Extraction,10.18653/v1/D17-1167,81
Sentence Simplification with Deep Reinforcement Learning,10.18653/v1/D17-1062,81
Refining Word Embeddings for Sentiment Analysis,10.18653/v1/D17-1056,77
End-to-End Neural Relation Extraction with Global Optimization,10.18653/v1/D17-1182,75
NeuroNER: an easy-to-use program for named-entity recognition based on neural networks,10.18653/v1/D17-2017,69
A Soft-label Method for Noise-tolerant Distantly Supervised Relation Extraction,10.18653/v1/D17-1189,66
Deep Residual Learning for Weakly-Supervised Relation Extraction,10.18653/v1/D17-1191,63
ParlAI: A Dialog Research Software Platform,10.18653/v1/D17-2014,62
"Joint Embeddings of Chinese Words, Characters, and Fine-grained Subcharacter Components",10.18653/v1/D17-1027,62
Context-Aware Representations for Knowledge Base Relation Extraction,10.18653/v1/D17-1188,61
Neural Sequence Learning Models for Word Sense Disambiguation,10.18653/v1/D17-1120,61
PACRR: A Position-Aware Neural IR Model for Relevance Matching,10.18653/v1/D17-1110,60
Reinforced Video Captioning with Entailment Rewards,10.18653/v1/D17-1103,58
MinIE: Minimizing Facts in Open Information Extraction,10.18653/v1/D17-1278,57
Mimicking Word Embeddings using Subword RNNs,10.18653/v1/D17-1010,56
A Multilayer Perceptron based Ensemble Technique for Fine-grained Financial Sentiment Analysis,10.18653/v1/D17-1057,55
Guided Open Vocabulary Image Captioning with Constrained Beam Search,10.18653/v1/D17-1098,54
Sparsity and Noise: Where Knowledge Graph Embeddings Fall Short,10.18653/v1/D17-1184,54
Why We Need New Evaluation Metrics for NLG,10.18653/v1/D17-1238,54
Unsupervised Pretraining for Sequence to Sequence Learning,10.18653/v1/D17-1039,53
Generating High-Quality and Informative Conversation Responses with Sequence-to-Sequence Models,10.18653/v1/D17-1235,52
Composite Task-Completion Dialogue Policy Learning via Hierarchical Deep Reinforcement Learning,10.18653/v1/D17-1237,52
Learning to Paraphrase for Question Answering,10.18653/v1/D17-1091,51
A causal framework for explaining the predictions of black-box sequence-to-sequence models,10.18653/v1/D17-1042,51
"Magnets for Sarcasm: Making Sarcasm Detection Timely, Contextual and Very Personal",10.18653/v1/D17-1050,51
Incorporating Global Visual Features into Attention-based Neural Machine Translation.,10.18653/v1/D17-1105,50
Capturing User and Product Information for Document Level Sentiment Analysis with Deep Memory Network,10.18653/v1/D17-1054,50
DLATK: Differential Language Analysis ToolKit,10.18653/v1/D17-2010,49
Learning to select data for transfer learning with Bayesian Optimization,10.18653/v1/D17-1038,48
Labeling Gaps Between Words: Recognizing Overlapping Mentions with Mention Separators,10.18653/v1/D17-1276,47
Mapping Instructions and Visual Observations to Actions with Reinforcement Learning,10.18653/v1/D17-1106,47
Deeper Attention to Abusive User Content Moderation,10.18653/v1/D17-1117,45
Learning Chinese Word Representations From Glyphs Of Characters,10.18653/v1/D17-1025,45
Task-Oriented Query Reformulation with Reinforcement Learning,10.18653/v1/D17-1061,43
Document-Level Multi-Aspect Sentiment Classification as Machine Comprehension,10.18653/v1/D17-1217,40
Multi-task Attention-based Neural Networks for Implicit Discourse Relationship Representation and Identification,10.18653/v1/D17-1134,40
Neural Semantic Parsing with Type Constraints for Semi-Structured Tables,10.18653/v1/D17-1160,40
Extractive Summarization Using Multi-Task Learning with Document Classification,10.18653/v1/D17-1223,39
Inter-Weighted Alignment Network for Sentence Pair Modeling,10.18653/v1/D17-1122,39
Learning Fine-Grained Expressions to Solve Math Word Problems,10.18653/v1/D17-1084,38
"Multi-modal Summarization for Asynchronous Collection of Text, Image, Audio and Video",10.18653/v1/D17-1114,37
Identifying Where to Focus in Reading Comprehension for Neural Question Generation,10.18653/v1/D17-1219,36
Exploiting Cross-Sentence Context for Neural Machine Translation,10.18653/v1/D17-1301,36
"A Short Survey on Taxonomy Learning from Text Corpora: Issues, Resources and Recent Advances",10.18653/v1/D17-1123,35
Towards Implicit Content-Introducing for Generative Short-Text Conversation Systems,10.18653/v1/D17-1233,35
A Cognition Based Attention Model for Sentiment Analysis,10.18653/v1/D17-1048,34
Incorporating Relation Paths in Neural Relation Extraction,10.18653/v1/D17-1186,34
Instance Weighting for Neural Machine Translation Domain Adaptation,10.18653/v1/D17-1155,33
Global Normalization of Convolutional Neural Networks for Joint Entity and Relation Classification,10.18653/v1/D17-1181,33
Leveraging Linguistic Structures for Named Entity Recognition with Bidirectional Recursive Neural Networks,10.18653/v1/D17-1282,33
Part-of-Speech Tagging for Twitter with Adversarial Neural Networks,10.18653/v1/D17-1256,33
Dict2vec : Learning Word Embeddings using Lexical Dictionaries,10.18653/v1/D17-1024,32
Neural Machine Translation with Source Dependency Representation,10.18653/v1/D17-1304,32
Using Context Information for Dialog Act Classification in DNN Framework,10.18653/v1/D17-1231,32
Integrating Order Information and Event Relation for Script Event Prediction,10.18653/v1/D17-1006,32
Sentiment Lexicon Construction with Representation Learning Based on Hierarchical Sentiment Supervision,10.18653/v1/D17-1052,31
Identifying the Provision of Choices in Privacy Policy Text,10.18653/v1/D17-1294,31
Earth Mover’s Distance Minimization for Unsupervised Bilingual Lexicon Induction,10.18653/v1/D17-1207,31
Cheap Translation for Cross-Lingual Named Entity Recognition,10.18653/v1/D17-1269,30
