Title,DOI,Citations
"SQuAD: 100,000+ Questions for Machine Comprehension of Text",10.18653/v1/D16-1264,1667
Attention-based LSTM for Aspect-level Sentiment Classification,10.18653/v1/D16-1058,1269
Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding,10.18653/v1/D16-1044,771
A Decomposable Attention Model for Natural Language Inference,10.18653/v1/D16-1244,561
Long Short-Term Memory-Networks for Machine Reading,10.18653/v1/D16-1053,554
Aspect Level Sentiment Classification with Deep Memory Network,10.18653/v1/D16-1021,536
Key-Value Memory Networks for Directly Reading Documents,10.18653/v1/D16-1147,411
Deep Reinforcement Learning for Dialogue Generation,10.18653/v1/D16-1127,383
How NOT To Evaluate Your Dialogue System: An Empirical Study of Unsupervised Evaluation Metrics for Dialogue Response Generation,10.18653/v1/D16-1230,280
Sequence-Level Knowledge Distillation,10.18653/v1/D16-1139,208
Transfer Learning for Low-Resource Neural Machine Translation,10.18653/v1/D16-1163,207
Recursive Neural Conditional Random Fields for Aspect-based Sentiment Analysis,10.18653/v1/D16-1059,189
Rationalizing Neural Predictions,10.18653/v1/D16-1011,185
A Neural Approach to Automated Essay Scoring,10.18653/v1/D16-1193,184
Neural Sentiment Classification with User and Product Attention,10.18653/v1/D16-1171,176
Attention-based LSTM Network for Cross-Lingual Sentiment Classification,10.18653/v1/D16-1024,173
Stance Detection with Bidirectional Conditional Encoding,10.18653/v1/D16-1084,152
Sequence-to-Sequence Learning as Beam-Search Optimization,10.18653/v1/D16-1137,149
Inducing Domain-Specific Sentiment Lexicons from Unlabeled Corpora,10.18653/v1/D16-1057,141
A Hierarchical Model of Reviews for Aspect-based Sentiment Analysis,10.18653/v1/D16-1103,137
Neural Text Generation from Structured Data with Application to the Biography Domain,10.18653/v1/D16-1128,118
Jointly Embedding Knowledge Graphs and Logical Rules,10.18653/v1/D16-1019,114
Analyzing the Behavior of Visual Question Answering Models,10.18653/v1/D16-1203,109
Keyphrase Extraction Using Deep Recurrent Neural Networks on Twitter,10.18653/v1/D16-1080,103
Structured prediction models for RNN based sequence labeling in clinical text,10.18653/v1/D16-1082,100
How Transferable are Neural Networks in NLP Applications?,10.18653/v1/D16-1046,96
Multi-view Response Selection for Human-Computer Conversation,10.18653/v1/D16-1036,93
Neural versus Phrase-Based Machine Translation Quality: a Case Study,10.18653/v1/D16-1025,91
Learning principled bilingual mappings of word embeddings while preserving monolingual invariance,10.18653/v1/D16-1250,87
Deep Reinforcement Learning for Mention-Ranking Coreference Models,10.18653/v1/D16-1245,86
Learning Sentence Embeddings with Auxiliary Tasks for Cross-Domain Sentiment Classification,10.18653/v1/D16-1023,82
Event-Driven Emotion Cause Extraction with Corpus Construction,10.18653/v1/D16-1170,80
Cached Long Short-Term Memory Neural Networks for Document-Level Sentiment Classification,10.18653/v1/D16-1172,79
SimVerb-3500: A Large-Scale Evaluation Set of Verb Similarity,10.18653/v1/D16-1235,75
Human Attention in Visual Question Answering: Do Humans and Deep Networks look at the same regions?,10.18653/v1/D16-1092,74
Automatic Features for Essay Scoring – An Empirical Study,10.18653/v1/D16-1115,73
Are Word Embedding-based Features Useful for Sarcasm Detection?,10.18653/v1/D16-1104,71
Improving LSTM-based Video Description with Linguistic Knowledge Mined from Text,10.18653/v1/D16-1204,71
Context-Sensitive Lexicon Features for Neural Sentiment Analysis,10.18653/v1/D16-1169,70
Exploiting Source-side Monolingual Data in Neural Machine Translation,10.18653/v1/D16-1160,69
Encoding Temporal Information for Time-Aware Link Prediction,10.18653/v1/D16-1260,66
Cultural Shift or Linguistic Drift? Comparing Two Computational Measures of Semantic Change,10.18653/v1/D16-1229,66
Neural Headline Generation on Abstract Meaning Representation,10.18653/v1/D16-1112,63
Demographic Dialectal Variation in Social Media: A Case Study of African-American English,10.18653/v1/D16-1120,61
Emotion Distribution Learning from Texts,10.18653/v1/D16-1061,60
Globally Coherent Text Generation with Neural Checklist Models,10.18653/v1/D16-1032,57
Improving Information Extraction by Acquiring External Evidence with Reinforcement Learning,10.18653/v1/D16-1261,56
Modeling Skip-Grams for Event Detection with Convolutional Neural Networks,10.18653/v1/D16-1085,55
Zero-Resource Translation with Multi-Lingual Neural Machine Translation,10.18653/v1/D16-1026,55
AFET: Automatic Fine-Grained Entity Typing by Hierarchical Partial-Label Embedding,10.18653/v1/D16-1144,53
Does String-Based Neural MT Learn Source Syntax?,10.18653/v1/D16-1159,51
Charagram: Embedding Words and Sentences via Character n-grams,10.18653/v1/D16-1157,49
Incorporating Discrete Translation Lexicons into Neural Machine Translation,10.18653/v1/D16-1162,48
Rationale-Augmented Convolutional Neural Networks for Text Classification,10.18653/v1/D16-1076,47
Recurrent Residual Learning for Sequence Classification,10.18653/v1/D16-1093,46
Language as a Latent Variable: Discrete Generative Models for Sentence Compression,10.18653/v1/D16-1031,45
Coverage Embedding Models for Neural Machine Translation,10.18653/v1/D16-1096,45
Multi-Granularity Chinese Word Embedding,10.18653/v1/D16-1100,45
Variational Neural Machine Translation,10.18653/v1/D16-1050,44
Controlling Output Length in Neural Encoder-Decoders,10.18653/v1/D16-1140,43
Real-Time Speech Emotion and Sentiment Recognition for Interactive Dialogue Systems,10.18653/v1/D16-1110,42
Leveraging Sentence-level Information with Encoder LSTM for Semantic Slot Filling,10.18653/v1/D16-1223,42
Generating Topical Poetry,10.18653/v1/D16-1126,41
Lifted Rule Injection for Relation Embeddings,10.18653/v1/D16-1146,41
Gated Word-Character Recurrent Language Model,10.18653/v1/D16-1209,39
A Graph Degeneracy-based Approach to Keyword Extraction,10.18653/v1/D16-1191,38
Deep Neural Networks with Massive Learned Knowledge,10.18653/v1/D16-1173,36
Character-Level Question Answering with Attention,10.18653/v1/D16-1166,36
Speculation and Negation Scope Detection via Convolutional Neural Networks,10.18653/v1/D16-1078,35
Supervised Attentions for Neural Machine Translation,10.18653/v1/D16-1249,34
Phonologically Aware Neural Model for Named Entity Recognition in Low Resource Transfer Settings,10.18653/v1/D16-1153,34
Deceptive Review Spam Detection via Exploiting Task Relatedness and Unlabeled Data,10.18653/v1/D16-1187,34
On Generating Characteristic-rich Question Sets for QA Evaluation,10.18653/v1/D16-1054,34
Recognizing Implicit Discourse Relations via Repeated Reading: Neural Networks with Multi-Level Attention,10.18653/v1/D16-1130,33
Learning to Represent Review with Tensor Decomposition for Spam Detection,10.18653/v1/D16-1083,30
Event Detection and Co-reference with Minimal Supervision,10.18653/v1/D16-1038,29
Creating a Large Benchmark for Open Information Extraction,10.18653/v1/D16-1252,29
Discourse Parsing with Attention-based Hierarchical Neural Networks,10.18653/v1/D16-1035,28
Neural Generation of Regular Expressions from Natural Language with Minimal Domain Knowledge,10.18653/v1/D16-1197,27
Who did What: A Large-Scale Person-Centered Cloze Dataset,10.18653/v1/D16-1241,26
Universal Decompositional Semantics on Universal Dependencies,10.18653/v1/D16-1177,26
Phrase-based Machine Translation is State-of-the-Art for Automatic Grammatical Error Correction,10.18653/v1/D16-1161,25
Natural Language Comprehension with the EpiReader,10.18653/v1/D16-1013,24
