Title,DOI,Citations
Get To The Point: Summarization with Pointer-Generator Networks,10.18653/v1/P17-1099,1078
"“Liar, Liar Pants on Fire”: A New Benchmark Dataset for Fake News Detection",10.18653/v1/P17-2067,628
Reading Wikipedia to Answer Open-Domain Questions,10.18653/v1/P17-1171,488
Deep Pyramid Convolutional Neural Networks for Text Categorization,10.18653/v1/P17-1052,438
Enhanced LSTM for Natural Language Inference,10.18653/v1/P17-1152,389
Context-Dependent Sentiment Analysis in User-Generated Videos,10.18653/v1/P17-1081,377
Joint Extraction of Entities and Relations Based on a Novel Tagging Scheme,10.18653/v1/P17-1113,364
TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension,10.18653/v1/P17-1147,296
Detect Rumors in Microblog Posts Using Propagation Structure via Kernel Learning,10.18653/v1/P17-1066,268
Gated Self-Matching Networks for Reading Comprehension and Question Answering,10.18653/v1/P17-1018,260
Adversarial Multi-task Learning for Text Classification,10.18653/v1/P17-1001,253
Semi-supervised sequence tagging with bidirectional language models,10.18653/v1/P17-1161,231
Learning to Ask: Neural Question Generation for Reading Comprehension,10.18653/v1/P17-1123,207
An Unsupervised Neural Attention Model for Aspect Extraction,10.18653/v1/P17-1036,194
An End-to-End Model for Question Answering over Knowledge Base with Cross-Attention Combining Global Knowledge,10.18653/v1/P17-1021,179
Learning Discourse-level Diversity for Neural Dialog Models using Conditional Variational Autoencoders,10.18653/v1/P17-1061,178
A Syntactic Neural Model for General-Purpose Code Generation,10.18653/v1/P17-1041,176
Sequential Matching Network: A New Architecture for Multi-turn Response Selection in Retrieval-Based Chatbots,10.18653/v1/P17-1046,175
Data Augmentation for Low-Resource Neural Machine Translation,10.18653/v1/P17-2090,171
PositionRank: An Unsupervised Approach to Keyphrase Extraction from Scholarly Documents,10.18653/v1/P17-1102,168
Separating Facts from Fiction: Linguistic Models to Classify Suspicious and Trusted News Posts on Twitter,10.18653/v1/P17-2102,156
CANE: Context-Aware Network Embedding for Relation Modeling,10.18653/v1/P17-1158,148
Deep Keyphrase Generation,10.18653/v1/P17-1054,146
EmoNet: Fine-Grained Emotion Detection with Gated Recurrent Neural Networks,10.18653/v1/P17-1067,144
A Convolutional Encoder Model for Neural Machine Translation,10.18653/v1/P17-1012,144
Attention-over-Attention Neural Networks for Reading Comprehension,10.18653/v1/P17-1055,138
Improved Neural Relation Detection for Knowledge Base Question Answering,10.18653/v1/P17-1053,130
Creating Training Corpora for NLG Micro-Planners,10.18653/v1/P17-1017,125
Abstractive Document Summarization with a Graph-Based Attentional Neural Model,10.18653/v1/P17-1108,121
Going out on a limb: Joint Extraction of Entity Mentions and Relations without Dependency Trees,10.18653/v1/P17-1085,113
Gated-Attention Readers for Text Comprehension,10.18653/v1/P17-1168,110
Learning bilingual word embeddings with (almost) no bilingual data,10.18653/v1/P17-1042,109
Beyond Binary Labels: Political Ideology Prediction of Twitter Users,10.18653/v1/P17-1068,101
Selective Encoding for Abstractive Sentence Summarization,10.18653/v1/P17-1101,100
Abstract Syntax Networks for Code Generation and Semantic Parsing,10.18653/v1/P17-1105,99
Hybrid Code Networks: practical and efficient end-to-end dialog control with supervised and reinforcement learning,10.18653/v1/P17-1062,98
Exploiting Argument Information to Improve Event Detection via Supervised Attention Mechanisms,10.18653/v1/P17-1164,96
Deep Semantic Role Labeling: What Works and What’s Next,10.18653/v1/P17-1044,94
Neural Symbolic Machines: Learning Semantic Parsers on Freebase with Weak Supervision,10.18653/v1/P17-1003,94
Linguistically Regularized LSTM for Sentiment Classification,10.18653/v1/P17-1154,93
Leveraging Knowledge Bases in LSTMs for Improving Machine Reading,10.18653/v1/P17-1132,92
AliMe Chat: A Sequence to Sequence and Rerank based Chatbot Engine,10.18653/v1/P17-2079,86
Learning a Neural Semantic Parser from User Feedback,10.18653/v1/P17-1089,83
Semi-supervised Multitask Learning for Sequence Labeling,10.18653/v1/P17-1194,80
Towards an Automatic Turing Test: Learning to Evaluate Dialogue Responses,10.18653/v1/P17-1103,78
Towards End-to-End Reinforcement Learning of Dialogue Agents for Information Access,10.18653/v1/P17-1045,76
Neural Belief Tracker: Data-Driven Dialogue State Tracking,10.18653/v1/P17-1163,75
Prerequisite Relation Learning for Concepts in MOOCs,10.18653/v1/P17-1133,74
Adversarial Training for Unsupervised Bilingual Lexicon Induction,10.18653/v1/P17-1179,69
Adversarial Multi-Criteria Learning for Chinese Word Segmentation,10.18653/v1/P17-1110,67
A Neural Architecture for Generating Natural Language Descriptions from Source Code Changes,10.18653/v1/P17-2045,66
Improved Word Representation Learning with Sememes,10.18653/v1/P17-1187,65
Automatically Labeled Data Generation for Large Scale Event Extraction,10.18653/v1/P17-1038,65
Affect-LM: A Neural Language Model for Customizable Affective Text Generation,10.18653/v1/P17-1059,65
Joint CTC/attention decoding for end-to-end speech recognition,10.18653/v1/P17-1048,63
How to Make Context More Useful? An Empirical Study on Context-Aware Neural Conversational Models,10.18653/v1/P17-2036,62
Diversity driven attention model for query-based abstractive summarization,10.18653/v1/P17-1098,60
Lifelong Learning CRF for Supervised Aspect Extraction,10.18653/v1/P17-2023,58
Lexically Constrained Decoding for Sequence Generation Using Grid Beam Search,10.18653/v1/P17-1141,58
A Local Detection Approach for Named Entity Recognition and Mention Detection,10.18653/v1/P17-1114,53
What do Neural Machine Translation Models Learn about Morphology?,10.18653/v1/P17-1080,53
Doubly-Attentive Decoder for Multi-modal Neural Machine Translation,10.18653/v1/P17-1175,53
Visualizing and Understanding Neural Machine Translation,10.18653/v1/P17-1106,53
A Corpus of Natural Language for Visual Reasoning,10.18653/v1/P17-2034,53
Handling Cold-Start Problem in Review Spam Detection by Jointly Embedding Texts and Behaviors,10.18653/v1/P17-1034,51
Learning Cognitive Features from Gaze Data for Sentiment and Sarcasm Classification using Convolutional Neural Network,10.18653/v1/P17-1035,50
Automatic Annotation and Evaluation of Error Types for Grammatical Error Correction,10.18653/v1/P17-1074,49
Improved Neural Machine Translation with a Syntax-Aware Encoder and Decoder,10.18653/v1/P17-1177,49
Cross-lingual Name Tagging and Linking for 282 Languages,10.18653/v1/P17-1178,47
Question Answering on Knowledge Bases and Text using Universal Schema and Memory Networks,10.18653/v1/P17-2057,47
Coarse-to-Fine Question Answering for Long Documents,10.18653/v1/P17-1020,47
STAIR Captions: Constructing a Large-Scale Japanese Image Caption Dataset,10.18653/v1/P17-2066,47
Modeling Source Syntax for Neural Machine Translation,10.18653/v1/P17-1064,47
Search-based Neural Structured Learning for Sequential Question Answering,10.18653/v1/P17-1167,46
Learning Symmetric Collaborative Dialogue Agents with Dynamic Knowledge Graph Embeddings,10.18653/v1/P17-1162,45
Program Induction by Rationale Generation: Learning to Solve and Explain Algebraic Word Problems,10.18653/v1/P17-1015,43
Neural AMR: Sequence-to-Sequence Models for Parsing and Generation,10.18653/v1/P17-1014,43
Multi-Task Video Captioning with Video and Entailment Generation,10.18653/v1/P17-1117,43
Neural Relation Extraction with Multi-lingual Attention,10.18653/v1/P17-1004,42
Exploring Neural Text Simplification Models,10.18653/v1/P17-2014,42
Learning Word-Like Units from Joint Audio-Visual Analysis,10.18653/v1/P17-1047,42
Attention Strategies for Multi-Source Sequence-to-Sequence Learning,10.18653/v1/P17-2031,41
Neural Word Segmentation with Rich Pretraining,10.18653/v1/P17-1078,40
Neural End-to-End Learning for Computational Argumentation Mining,10.18653/v1/P17-1002,40
Bridge Text and Knowledge by Learning Multi-Prototype Entity Mention Embedding,10.18653/v1/P17-1149,40
An Empirical Comparison of Domain Adaptation Methods for Neural Machine Translation,10.18653/v1/P17-2061,39
Semi-Supervised QA with Generative Domain-Adaptive Nets,10.18653/v1/P17-1096,39
A Neural Model for User Geolocation and Lexical Dialectology,10.18653/v1/P17-2033,39
Generating Natural Answers by Incorporating Copying and Retrieving Mechanisms in Sequence-to-Sequence Learning,10.18653/v1/P17-1019,37
Classifying Temporal Relations by Bidirectional LSTM over Dependency Paths,10.18653/v1/P17-2001,37
Bootstrapping for Numerical Open IE,10.18653/v1/P17-2050,37
Towards String-To-Tree Neural Machine Translation,10.18653/v1/P17-2021,35
An Interpretable Knowledge Transfer Model for Knowledge Base Completion,10.18653/v1/P17-1088,34
"Unifying Text, Metadata, and User Network Representations with a Neural Network for Geolocation Prediction",10.18653/v1/P17-1116,34
A Teacher-Student Framework for Zero-Resource Neural Machine Translation,10.18653/v1/P17-1176,33
Learning to Skim Text,10.18653/v1/P17-1172,33
Neural Architecture for Temporal Relation Extraction: A Bi-LSTM Approach for Detecting Narrative Containers,10.18653/v1/P17-2035,33
Sequence-to-Dependency Neural Machine Translation,10.18653/v1/P17-1065,33
Representations of language in a model of visually grounded speech signal,10.18653/v1/P17-1057,32
FOIL it! Find One mismatch between Image and Language caption,10.18653/v1/P17-1024,32
Salience Rank: Efficient Keyphrase Extraction with Topic Modeling,10.18653/v1/P17-2084,32
Fast and Accurate Neural Word Segmentation for Chinese,10.18653/v1/P17-2096,31
Time Expression Analysis and Recognition Using Syntactic Token Types and General Heuristic Rules,10.18653/v1/P17-1039,31
Question Answering through Transfer Learning from Large Fine-grained Supervision Data,10.18653/v1/P17-2081,31
Best-Worst Scaling More Reliable than Rating Scales: A Case Study on Sentiment Intensity Annotation,10.18653/v1/P17-2074,31
Learning to Parse and Translate Improves Neural Machine Translation,10.18653/v1/P17-2012,30
Combating Human Trafficking with Multimodal Deep Models,10.18653/v1/P17-1142,30
A Conditional Variational Framework for Dialog Generation,10.18653/v1/P17-2080,30
A Nested Attention Neural Hybrid Model for Grammatical Error Correction,10.18653/v1/P17-1070,29
Weakly Supervised Cross-Lingual Named Entity Recognition via Effective Annotation and Representation Projection,10.18653/v1/P17-1135,29
Learning with Noise: Enhance Distantly Supervised Relation Extraction with Dynamic Transition Matrix,10.18653/v1/P17-1040,29
Estimating Code-Switching on Twitter with a Novel Generalized Word-Level Language Detection Technique,10.18653/v1/P17-1180,29
Flexible and Creative Chinese Poetry Generation Using Neural Memory,10.18653/v1/P17-1125,29
Skip-Gram − Zipf + Uniform = Vector Additivity,10.18653/v1/P17-1007,28
Multimodal Word Distributions,10.18653/v1/P17-1151,28
Improving Semantic Relevance for Sequence-to-Sequence Learning of Chinese Social Media Text Summarization,10.18653/v1/P17-2100,28
Argument Mining with Structured SVMs and RNNs,10.18653/v1/P17-1091,26
Neural System Combination for Machine Translation,10.18653/v1/P17-2060,26
On the Equivalence of Holographic and Complex Embeddings for Link Prediction,10.18653/v1/P17-2088,25
On the Challenges of Translating NLP Research into Commercial Products,10.18653/v1/P17-2015,25
Sentence Embedding for Neural Machine Translation Domain Adaptation,10.18653/v1/P17-2089,24
Aggregating and Predicting Sequence Labels from Crowd Annotations,10.18653/v1/P17-1028,24
Twitter Demographic Classification Using Deep Multi-modal Multi-task Learning,10.18653/v1/P17-2076,24
Neural Discourse Structure for Text Categorization,10.18653/v1/P17-1092,22
Learning Character-level Compositionality with Visual Features,10.18653/v1/P17-1188,22
MalwareTextDB: A Database for Annotated Malware Articles,10.18653/v1/P17-1143,22
Volatility Prediction using Financial Disclosures Sentiments with Word Embedding-based IR Models,10.18653/v1/P17-1157,21
A Minimal Span-Based Neural Constituency Parser,10.18653/v1/P17-1076,21
Automatically Generating Rhythmic Verse with Neural Networks,10.18653/v1/P17-1016,21
Adversarial Connective-exploiting Networks for Implicit Discourse Relation Classification,10.18653/v1/P17-1093,21
Interactive Learning of Grounded Verb Semantics towards Human-Robot Communication,10.18653/v1/P17-1150,21
Answering Complex Questions Using Open Information Extraction,10.18653/v1/P17-2049,21
From Language to Programs: Bridging Reinforcement Learning and Maximum Marginal Likelihood,10.18653/v1/P17-1097,20
Incorporating Dialectal Variability for Socially Equitable Language Identification,10.18653/v1/P17-2009,20
Learning to Generate Market Comments from Stock Prices,10.18653/v1/P17-1126,20
A Two-Stage Parsing Method for Text-Level Discourse Analysis,10.18653/v1/P17-2029,20
A Recurrent Neural Model with Attention for the Recognition of Chinese Implicit Discourse Relations,10.18653/v1/P17-2040,18
From Characters to Words to in Between: Do We Capture Morphology?,10.18653/v1/P17-1184,18
The State of the Art in Semantic Representation,10.18653/v1/P17-1008,17
Domain Attention with an Ensemble of Experts,10.18653/v1/P17-1060,17
Sarcasm SIGN: Interpreting Sarcasm with Sentiment Based Monolingual Machine Translation,10.18653/v1/P17-1155,17
Revisiting Recurrent Networks for Paraphrastic Sentence Embeddings,10.18653/v1/P17-1190,17
Prior Knowledge Integration for Neural Machine Translation using Posterior Regularization,10.18653/v1/P17-1139,16
Generating and Exploiting Large-scale Pseudo Training Data for Zero Pronoun Resolution,10.18653/v1/P17-1010,16
Deep Neural Machine Translation with Linear Associative Unit,10.18653/v1/P17-1013,16
Alignment at Work: Using Language to Distinguish the Internalization and Self-Regulation Components of Cultural Fit in Organizations,10.18653/v1/P17-1056,16
Demographic Inference on Twitter using Recursive Neural Networks,10.18653/v1/P17-2075,16
Understanding and Predicting Empathic Behavior in Counseling Therapy,10.18653/v1/P17-1131,16
Deep Multitask Learning for Semantic Dependency Parsing,10.18653/v1/P17-1186,16
Context Sensitive Lemmatization Using Two Successive Bidirectional Gated Recurrent Networks,10.18653/v1/P17-1136,16
Topically Driven Neural Language Model,10.18653/v1/P17-1033,15
Watset: Automatic Induction of Synsets from a Graph of Synonyms,10.18653/v1/P17-1145,15
A* CCG Parsing with a Supertag and Dependency Factored Model,10.18653/v1/P17-1026,15
Temporal Word Analogies: Identifying Lexical Replacement with Diachronic Word Embeddings,10.18653/v1/P17-2071,15
Joint Learning for Event Coreference Resolution,10.18653/v1/P17-1009,14
Multi-Task Learning of Keyphrase Boundary Classification,10.18653/v1/P17-2054,14
