Title,DOI,Citations
A Shift-Reduce Parsing Algorithm for Phrase-based String-to-Dependency Translation,,0
Reducing Annotation Effort for Quality Estimation via Active Learning,,0
Extracting Definitions and Hypernym Relations relying on Syntactic Dependencies and Support Vector Machines,,0
Co-Regression for Cross-Language Review Rating Prediction,,0
Dual Training and Dual Prediction for Polarity Classification,,0
An annotated corpus of quoted opinions in news articles,,0
Joint Modeling of News Reader’s and Comment Writer’s Emotions,,0
Exploring Sentiment in Social Media: Bootstrapping Subjectivity Clues from Multilingual Twitter Streams,,0
Generating Recommendation Dialogs by Extracting Information from User Reviews,,0
LABR: A Large Scale Arabic Book Reviews Dataset,,0
Re-embedding words,,0
A Novel Classifier Based on Quantum Computation,,0
Character-to-Character Sentiment Analysis in Shakespeare’s Plays,,0
Text Classification from Positive and Unlabeled Data using Misclassified Data Correction,,0
A Structured Distributional Semantic Model for Event Co-reference,,0
Leveraging Domain-Independent Information in Semantic Parsing,,0
Sentence Level Dialect Identification in Arabic,,0
Recognizing Partial Textual Entailment,,0
Modeling Human Inference Process for Textual Entailment Recognition,,0
Measuring semantic content in distributional vectors,,0
Latent Semantic Tensor Indexing for Community-based Question Answering,,0
Question Classification Transfer,,0
Minimum Bayes Risk based Answer Re-ranking for Question Answering,,0
Neighbors Help: Bilingual Unsupervised WSD Using Context,,0
Reranking with Linguistic and Semantic Features for Arabic Optical Character Recognition,,0
Incremental Topic-Based Translation Model Adaptation for Conversational Spoken Language Translation,,0
Evolutionary Hierarchical Dirichlet Process for Timeline Summarization,,0
Mapping Source to Target Strings without Alignment by Analogical Learning: A Case Study with Transliteration,,0
Adaptation Data Selection using Neural Language Models: Experiments in Machine Translation,,0
Joint Apposition Extraction with Syntactic and Semantic Constraints,,0
Filling Knowledge Base Gaps for Distant Supervision of Relation Extraction,,0
Understanding Tables in Context Using Standard NLP Toolkits,,0
Diverse Keyword Extraction from Conversations,,0
Temporal Signals Help Label Temporal Relations,,0
Part-of-speech tagging with antagonistic adversaries,,0
Simpler unsupervised POS tagging with bilingual projections,,0
Efficient Implementation of Beam-Search Incremental Parsers,,0
"A Lattice-based Framework for Joint Chinese Word Segmentation, POS Tagging and Parsing",,0
Turning on the Turbo: Fast Third-Order Non-Projective Turbo Parsers,,0
