Title,DOI,Citations
P-Tuning: Prompt Tuning Can Be Comparable to Fine-tuning Across Scales and Tasks,10.18653/v1/2022.acl-short.8,165
GLM: General Language Model Pretraining with Autoregressive Blank Infilling,10.18653/v1/2022.acl-long.26,122
UniXcoder: Unified Cross-Modal Pre-training for Code Representation,10.18653/v1/2022.acl-long.499,113
Unified Structure Generation for Universal Information Extraction,10.18653/v1/2022.acl-long.395,91
What Makes Good In-Context Examples for GPT-3?,10.18653/v1/2022.deelio-1.10,89
GPT-NeoX-20B: An Open-Source Autoregressive Language Model,10.18653/v1/2022.bigscience-1.9,82
Language-agnostic BERT Sentence Embedding,10.18653/v1/2022.acl-long.62,77
Knowledgeable Prompt-tuning: Incorporating Knowledge into Prompt Verbalizer for Text Classification,10.18653/v1/2022.acl-long.158,70
BitFit: Simple Parameter-efficient Fine-tuning for Transformer-based Masked Language-models,10.18653/v1/2022.acl-short.1,68
PPT: Pre-trained Prompt Tuning for Few-shot Learning,10.18653/v1/2022.acl-long.576,66
LinkBERT: Pretraining Language Models with Document Links,10.18653/v1/2022.acl-long.551,66
Fantastically Ordered Prompts and Where to Find Them: Overcoming Few-Shot Prompt Order Sensitivity,10.18653/v1/2022.acl-long.556,63
BRIO: Bringing Order to Abstractive Summarization,10.18653/v1/2022.acl-long.207,53
TruthfulQA: Measuring How Models Mimic Human Falsehoods,10.18653/v1/2022.acl-long.229,53
OpenPrompt: An Open-source Framework for Prompt-learning,10.18653/v1/2022.acl-demo.10,50
SimKGC: Simple Contrastive Knowledge Graph Completion with Pre-trained Language Models,10.18653/v1/2022.acl-long.295,49
TimeLMs: Diachronic Language Models from Twitter,10.18653/v1/2022.acl-demo.25,46
Sentence-T5: Scalable Sentence Encoders from Pre-trained Text-to-Text Models,10.18653/v1/2022.findings-acl.146,44
Unsupervised Corpus Aware Language Model Pre-training for Dense Passage Retrieval,10.18653/v1/2022.acl-long.203,43
Packed Levitated Marker for Entity and Relation Extraction,10.18653/v1/2022.acl-long.337,40
Enhanced Multi-Channel Graph Convolutional Network for Aspect Sentiment Triplet Extraction,10.18653/v1/2022.acl-long.212,36
CBLUE: A Chinese Biomedical Language Understanding Evaluation Benchmark,10.18653/v1/2022.acl-long.544,36
LiLT: A Simple yet Effective Language-Independent Layout Transformer for Structured Document Understanding,10.18653/v1/2022.acl-long.534,34
Discrete Opinion Tree Induction for Aspect-based Sentiment Analysis,10.18653/v1/2022.acl-long.145,34
PRIMERA: Pyramid-based Masked Sentence Pre-training for Multi-document Summarization,10.18653/v1/2022.acl-long.360,34
Multi-Modal Sarcasm Detection via Cross-Modal Graph Convolutional Network,10.18653/v1/2022.acl-long.124,31
Deduplicating Training Data Makes Language Models Better,10.18653/v1/2022.acl-long.577,30
Generated Knowledge Prompting for Commonsense Reasoning,10.18653/v1/2022.acl-long.225,30
BiSyn-GAT+: Bi-Syntax Aware Graph Attention Network for Aspect-based Sentiment Analysis,10.18653/v1/2022.findings-acl.144,29
Sequence-to-Sequence Knowledge Graph Completion and Question Answering,10.18653/v1/2022.acl-long.201,29
Incorporating Dynamic Semantics into Pre-Trained Language Model for Aspect-based Sentiment Analysis,10.18653/v1/2022.findings-acl.285,28
Complex Evolutional Pattern Learning for Temporal Knowledge Graph Reasoning,10.18653/v1/2022.acl-short.32,28
A Good Prompt Is Worth Millions of Parameters: Low-resource Prompt-based Learning for Vision-Language Models,10.18653/v1/2022.acl-long.197,28
BioBART: Pretraining and Evaluation of A Biomedical Generative Language Model,10.18653/v1/2022.bionlp-1.9,27
Boundary Smoothing for Named Entity Recognition,10.18653/v1/2022.acl-long.490,27
Internet-Augmented Dialogue Generation,10.18653/v1/2022.acl-long.579,27
